,Core,R1,R2
659,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
660,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
661,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Fc1cccc([*:2])c1
662,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1ccccc1[*:2]
663,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Clc1ccccc1[*:2]
664,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Fc1ccccc1[*:2]
665,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CCOc1ccccc1[*:2]
666,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],OCc1ccc([*:2])cc1
667,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CCCc1ccc([*:2])cc1
668,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CCc1ccc([*:2])cc1
669,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
670,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
671,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
672,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
673,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
674,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
675,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
676,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
677,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
678,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
679,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
680,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
681,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
682,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],OCc1cccc([*:2])c1
683,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
684,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
685,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
686,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
687,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],N#Cc1cccc([*:2])c1
688,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
689,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],NCc1ccc([*:2])cc1
690,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
691,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
692,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
693,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
694,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
695,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1cccc([*:2])c1F
696,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
697,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Cc1ccc([*:2])cc1F
698,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
699,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CCOC(=O)CC[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
700,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1ccc([*:2])cc1
701,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Brc1ccc([*:2])cc1
702,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
703,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Cc1ccc([*:2])cc1
704,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
705,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
706,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CSc1ccc([*:2])cc1
707,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],FC(F)(F)c1cccc([*:2])c1
708,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
709,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
710,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CC(=O)Nc1cccc([*:2])c1
711,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Fc1cccc([*:2])c1
712,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1ccccc1[*:2]
713,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Clc1ccccc1[*:2]
714,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Fc1ccccc1[*:2]
715,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CCOc1ccccc1[*:2]
716,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],OCc1ccc([*:2])cc1
717,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CCCc1ccc([*:2])cc1
718,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CCc1ccc([*:2])cc1
719,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
720,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
721,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Cc1cccc(C)c1[*:2]
722,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1cc2c(cc1[*:2])OCO2
723,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1ccc([*:2])c(OC)c1
724,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
725,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
726,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CC(=O)c1ccc([*:2])cc1
727,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Clc1cccc([*:2])c1Cl
728,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
729,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
730,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1c(C)cc([*:2])cc1C
731,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1cnc2c([*:2])cccc2c1
732,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],OCc1cccc([*:2])c1
733,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1ccc(C(C)C)cc1[*:2]
734,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
735,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1ccc([*:2])c(OC)c1OC
736,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1ccc(Cl)cc1[*:2]
737,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],N#Cc1cccc([*:2])c1
738,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CC(=O)c1ccccc1[*:2]
739,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],NCc1ccc([*:2])cc1
740,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COC(=O)c1ccc([*:2])cc1
741,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
742,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Fc1cc([*:2])cc(F)c1F
743,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Cc1cc(F)ccc1[*:2]
744,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],O=Cc1cc([*:2])ccc1F
745,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1cccc([*:2])c1F
746,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],CCOC(=O)c1cccc([*:2])c1
747,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Cc1ccc([*:2])cc1F
748,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],COc1c(F)cc(F)cc1[*:2]
749,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCCC[*:1])C(F)(F)F.[H][*:1],Cc1ccc(F)c([*:2])c1Cl
750,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1ccc([*:2])cc1
751,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Brc1ccc([*:2])cc1
752,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
753,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Cc1ccc([*:2])cc1
754,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
755,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
756,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CSc1ccc([*:2])cc1
757,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],FC(F)(F)c1cccc([*:2])c1
758,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
759,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
760,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
761,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Fc1cccc([*:2])c1
762,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1ccccc1[*:2]
763,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Clc1ccccc1[*:2]
764,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Fc1ccccc1[*:2]
765,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CCOc1ccccc1[*:2]
766,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],OCc1ccc([*:2])cc1
767,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CCCc1ccc([*:2])cc1
768,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CCc1ccc([*:2])cc1
769,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
770,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
771,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
772,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
773,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
774,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
775,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
776,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
777,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
778,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
779,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
780,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
781,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
782,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],OCc1cccc([*:2])c1
783,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
784,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
785,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
786,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
787,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],N#Cc1cccc([*:2])c1
788,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
789,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],NCc1ccc([*:2])cc1
790,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
791,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
792,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
793,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
794,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
795,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1cccc([*:2])c1F
796,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
797,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Cc1ccc([*:2])cc1F
798,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
799,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C[C@@H](OC(C)(C)C)[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
800,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,c1ccc([*:2])cc1
801,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Brc1ccc([*:2])cc1
802,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,O=[N+]([O-])c1cccc([*:2])c1
803,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Cc1ccc([*:2])cc1
804,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,c1ccc2c(c1)oc1c([*:2])cccc12
805,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,c1ccc2c(c1)Sc1cccc([*:2])c1S2
806,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,CSc1ccc([*:2])cc1
807,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,FC(F)(F)c1cccc([*:2])c1
808,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,O=[N+]([O-])c1ccccc1[*:2]
809,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Cc1ccc([*:2])cc1[N+](=O)[O-]
810,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,CC(=O)Nc1cccc([*:2])c1
811,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Fc1cccc([*:2])c1
812,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,COc1ccccc1[*:2]
813,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Clc1ccccc1[*:2]
814,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Fc1ccccc1[*:2]
815,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,CCOc1ccccc1[*:2]
816,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,OCc1ccc([*:2])cc1
817,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,CCCc1ccc([*:2])cc1
818,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,CCc1ccc([*:2])cc1
819,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,Fc1cc([*:2])ccc1OCc1ccccc1
820,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1cc(CCSC[*:1])ccn1,c1ccc(Oc2ccccc2[*:2])cc1
