,Core,R1,R2
1971,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Cc1cccc(C)c1[*:2]
1972,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],c1cc2c(cc1[*:2])OCO2
1973,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1ccc([*:2])c(OC)c1
1974,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
1975,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
1976,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],CC(=O)c1ccc([*:2])cc1
1977,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Clc1cccc([*:2])c1Cl
1978,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
1979,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
1980,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1c(C)cc([*:2])cc1C
1981,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],c1cnc2c([*:2])cccc2c1
1982,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],OCc1cccc([*:2])c1
1983,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1ccc(C(C)C)cc1[*:2]
1984,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
1985,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1ccc([*:2])c(OC)c1OC
1986,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1ccc(Cl)cc1[*:2]
1987,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],N#Cc1cccc([*:2])c1
1988,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],CC(=O)c1ccccc1[*:2]
1989,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],NCc1ccc([*:2])cc1
1990,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COC(=O)c1ccc([*:2])cc1
1991,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
1992,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Fc1cc([*:2])cc(F)c1F
1993,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Cc1cc(F)ccc1[*:2]
1994,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],O=Cc1cc([*:2])ccc1F
1995,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1cccc([*:2])c1F
1996,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],CCOC(=O)c1cccc([*:2])c1
1997,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Cc1ccc([*:2])cc1F
1998,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],COc1c(F)cc(F)cc1[*:2]
1999,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],O=C(NCCC[*:1])c1cnccn1.[H][*:1],Cc1ccc(F)c([*:2])c1Cl
2000,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1ccc([*:2])cc1
2001,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Brc1ccc([*:2])cc1
2002,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
2003,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Cc1ccc([*:2])cc1
2004,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
2005,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
2006,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CSc1ccc([*:2])cc1
2007,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],FC(F)(F)c1cccc([*:2])c1
2008,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
2009,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
2010,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
2011,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Fc1cccc([*:2])c1
2012,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1ccccc1[*:2]
2013,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Clc1ccccc1[*:2]
2014,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Fc1ccccc1[*:2]
2015,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CCOc1ccccc1[*:2]
2016,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],OCc1ccc([*:2])cc1
2017,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CCCc1ccc([*:2])cc1
2018,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CCc1ccc([*:2])cc1
2019,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
2020,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
2021,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
2022,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
2023,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
2024,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
2025,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
2026,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
2027,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
2028,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
2029,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
2030,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
2031,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
2032,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],OCc1cccc([*:2])c1
2033,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
2034,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
2035,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
2036,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
2037,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],N#Cc1cccc([*:2])c1
2038,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
2039,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],NCc1ccc([*:2])cc1
2040,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
2041,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
2042,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
2043,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
2044,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
2045,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1cccc([*:2])c1F
2046,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
2047,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Cc1ccc([*:2])cc1F
2048,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
2049,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],CC(C)NC(=O)CC[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
2050,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1ccc([*:2])cc1
2051,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Brc1ccc([*:2])cc1
2052,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],O=[N+]([O-])c1cccc([*:2])c1
2053,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Cc1ccc([*:2])cc1
2054,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1ccc2c(c1)oc1c([*:2])cccc12
2055,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1ccc2c(c1)Sc1cccc([*:2])c1S2
2056,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CSc1ccc([*:2])cc1
2057,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],FC(F)(F)c1cccc([*:2])c1
2058,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],O=[N+]([O-])c1ccccc1[*:2]
2059,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Cc1ccc([*:2])cc1[N+](=O)[O-]
2060,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CC(=O)Nc1cccc([*:2])c1
2061,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Fc1cccc([*:2])c1
2062,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1ccccc1[*:2]
2063,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Clc1ccccc1[*:2]
2064,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Fc1ccccc1[*:2]
2065,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CCOc1ccccc1[*:2]
2066,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],OCc1ccc([*:2])cc1
2067,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CCCc1ccc([*:2])cc1
2068,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CCc1ccc([*:2])cc1
2069,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Fc1cc([*:2])ccc1OCc1ccccc1
2070,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1ccc(Oc2ccccc2[*:2])cc1
2071,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Cc1cccc(C)c1[*:2]
2072,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1cc2c(cc1[*:2])OCO2
2073,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1
2074,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],FC(F)(F)Oc1ccc([*:2])cc1
2075,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Fc1c(F)c(F)c([*:2])c(F)c1F
2076,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CC(=O)c1ccc([*:2])cc1
2077,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Clc1cccc([*:2])c1Cl
2078,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],O=C(O)/C=C/c1cccc([*:2])c1
2079,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],O=[N+]([O-])/C=C/c1ccc([*:2])cc1
2080,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1c(C)cc([*:2])cc1C
2081,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1cnc2c([*:2])cccc2c1
2082,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],OCc1cccc([*:2])c1
2083,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1ccc(C(C)C)cc1[*:2]
2084,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1ccc2c(c1)sc1c([*:2])cccc12
2085,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1ccc([*:2])c(OC)c1OC
2086,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1ccc(Cl)cc1[*:2]
2087,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],N#Cc1cccc([*:2])c1
2088,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CC(=O)c1ccccc1[*:2]
2089,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],NCc1ccc([*:2])cc1
2090,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COC(=O)c1ccc([*:2])cc1
2091,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],c1ccc(COc2cccc([*:2])c2)cc1
2092,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Fc1cc([*:2])cc(F)c1F
2093,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Cc1cc(F)ccc1[*:2]
2094,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],O=Cc1cc([*:2])ccc1F
2095,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1cccc([*:2])c1F
2096,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],CCOC(=O)c1cccc([*:2])c1
2097,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Cc1ccc([*:2])cc1F
2098,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],COc1c(F)cc(F)cc1[*:2]
2099,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],C1CC1C[*:1].[H][*:1],Cc1ccc(F)c([*:2])c1Cl
2100,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1ccc([*:2])cc1
2101,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Brc1ccc([*:2])cc1
2102,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,O=[N+]([O-])c1cccc([*:2])c1
2103,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Cc1ccc([*:2])cc1
2104,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1ccc2c(c1)oc1c([*:2])cccc12
2105,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1ccc2c(c1)Sc1cccc([*:2])c1S2
2106,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CSc1ccc([*:2])cc1
2107,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,FC(F)(F)c1cccc([*:2])c1
2108,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,O=[N+]([O-])c1ccccc1[*:2]
2109,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Cc1ccc([*:2])cc1[N+](=O)[O-]
2110,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CC(=O)Nc1cccc([*:2])c1
2111,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Fc1cccc([*:2])c1
2112,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,COc1ccccc1[*:2]
2113,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Clc1ccccc1[*:2]
2114,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Fc1ccccc1[*:2]
2115,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CCOc1ccccc1[*:2]
2116,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,OCc1ccc([*:2])cc1
2117,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CCCc1ccc([*:2])cc1
2118,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CCc1ccc([*:2])cc1
2119,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Fc1cc([*:2])ccc1OCc1ccccc1
2120,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1ccc(Oc2ccccc2[*:2])cc1
2121,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Cc1cccc(C)c1[*:2]
2122,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1cc2c(cc1[*:2])OCO2
2123,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,COc1ccc([*:2])c(OC)c1
2124,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,FC(F)(F)Oc1ccc([*:2])cc1
2125,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Fc1c(F)c(F)c([*:2])c(F)c1F
2126,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CC(=O)c1ccc([*:2])cc1
2127,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,Clc1cccc([*:2])c1Cl
2128,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,O=C(O)/C=C/c1cccc([*:2])c1
2129,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,O=[N+]([O-])/C=C/c1ccc([*:2])cc1
2130,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,COc1c(C)cc([*:2])cc1C
2131,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1cnc2c([*:2])cccc2c1
2132,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,OCc1cccc([*:2])c1
2133,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,COc1ccc(C(C)C)cc1[*:2]
2134,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,c1ccc2c(c1)sc1c([*:2])cccc12
2135,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,COc1ccc([*:2])c(OC)c1OC
2136,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,COc1ccc(Cl)cc1[*:2]
2137,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,N#Cc1cccc([*:2])c1
2138,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],[H][*:1].c1ccc(SC[*:1])cc1,CC(=O)c1ccccc1[*:2]
