,Core,Atag,R1,Btag,R2,pIC50
151,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,7.3
152,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,5.7
153,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,7.2
154,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,5
155,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,5.3
156,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,7.8
157,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,5.2
158,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Not Assayed
159,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],6
160,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,6.2
161,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,6.6
162,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B13,COc1ccccc1[*:2],4.4
163,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B14,Clc1ccccc1[*:2],4.7
164,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B15,Fc1ccccc1[*:2],6.3
165,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],4.7
166,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,6.8
167,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.2
168,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7.1
169,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.8
170,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,4.4
171,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Inactive
172,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,6.6
173,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,5.4
174,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.1
175,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,4.1
176,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,7.4
177,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,4.5
178,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,4.9
179,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
180,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,6.2
181,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,Inactive
182,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,6.9
183,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],5.4
184,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.7
185,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive
186,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],4.3
187,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,5.5
188,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],Inactive
189,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,5.4
190,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,Not Made
191,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,5
192,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,6.3
193,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],4.5
194,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
195,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,4.7
196,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,4.7
197,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,7.1
198,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.1
199,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A04,CC(C)C[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
200,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B01,c1ccc([*:2])cc1,6.5
201,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,7.2
202,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,Not Made
203,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,7
204,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,Assay Failed
205,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,Not Made
206,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,7.7
207,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,4.6
208,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],Inactive
209,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.3
210,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,5.8
211,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,6.1
212,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B13,COc1ccccc1[*:2],4.8
213,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B14,Clc1ccccc1[*:2],5.1
214,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B15,Fc1ccccc1[*:2],5.9
215,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],4.3
216,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,6.8
217,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.5
218,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7.3
219,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,6.9
220,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,5.6
221,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Assay Failed
222,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,6.2
223,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,4.5
224,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.2
225,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,Not Made
226,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,Not Made
227,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,4.1
228,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,4.4
229,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,6.1
230,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,Assay Failed
231,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,Inactive
232,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,Not Made
233,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],Inactive
234,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,4.8
235,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive
236,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive
237,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,4.8
238,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],4.1
239,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,Not Made
240,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,6.6
241,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,5.1
242,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,Assay Failed
243,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],5
244,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
245,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,4.4
246,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,Assay Failed
247,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,7
248,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.5
249,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A05,CCSCC[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
250,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B01,c1ccc([*:2])cc1,6.2
251,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B02,Brc1ccc([*:2])cc1,5.4
252,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B03,O=[N+]([O-])c1cccc([*:2])c1,5.1
253,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B04,Cc1ccc([*:2])cc1,7.2
254,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.1
255,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,3.7
256,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B07,CSc1ccc([*:2])cc1,7.2
257,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B08,FC(F)(F)c1cccc([*:2])c1,4.7
258,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B09,O=[N+]([O-])c1ccccc1[*:2],5.3
259,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B10,Cc1ccc([*:2])cc1[N+](=O)[O-],5.5
260,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B11,CC(=O)Nc1cccc([*:2])c1,6
261,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B12,Fc1cccc([*:2])c1,6.5
262,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B13,COc1ccccc1[*:2],4.4
263,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B14,Clc1ccccc1[*:2],4.5
264,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B15,Fc1ccccc1[*:2],5.8
265,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B16,CCOc1ccccc1[*:2],Inactive
266,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B17,OCc1ccc([*:2])cc1,6.5
267,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B18,CCCc1ccc([*:2])cc1,7.4
268,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B19,CCc1ccc([*:2])cc1,7.2
269,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B20,Fc1cc([*:2])ccc1OCc1ccccc1,7.5
270,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B21,c1ccc(Oc2ccccc2[*:2])cc1,5.2
271,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B22,Cc1cccc(C)c1[*:2],Inactive
272,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B23,c1cc2c(cc1[*:2])OCO2,6.3
273,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B24,COc1ccc([*:2])c(OC)c1,Assay Failed
274,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B25,FC(F)(F)Oc1ccc([*:2])cc1,7.2
275,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B26,Fc1c(F)c(F)c([*:2])c(F)c1F,4
276,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B27,CC(=O)c1ccc([*:2])cc1,7
277,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B28,Clc1cccc([*:2])c1Cl,Inactive
278,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B29,O=C(O)/C=C/c1cccc([*:2])c1,4.6
279,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B30,O=[N+]([O-])/C=C/c1ccc([*:2])cc1,Not Made
280,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B31,COc1c(C)cc([*:2])cc1C,5.2
281,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B32,c1cnc2c([*:2])cccc2c1,4
282,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B33,OCc1cccc([*:2])c1,6.9
283,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B34,COc1ccc(C(C)C)cc1[*:2],Inactive
284,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B35,c1ccc2c(c1)sc1c([*:2])cccc12,5
285,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B36,COc1ccc([*:2])c(OC)c1OC,Inactive
286,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B37,COc1ccc(Cl)cc1[*:2],Inactive
287,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B38,N#Cc1cccc([*:2])c1,5.2
288,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B39,CC(=O)c1ccccc1[*:2],Inactive
289,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B40,NCc1ccc([*:2])cc1,5.1
290,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B41,COC(=O)c1ccc([*:2])cc1,7
291,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B42,c1ccc(COc2cccc([*:2])c2)cc1,5.1
292,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B43,Fc1cc([*:2])cc(F)c1F,6.3
293,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B44,Cc1cc(F)ccc1[*:2],4.6
294,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B45,O=Cc1cc([*:2])ccc1F,Not Made
295,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B46,COc1cccc([*:2])c1F,4.2
296,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B47,CCOC(=O)c1cccc([*:2])c1,4.2
297,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B48,Cc1ccc([*:2])cc1F,7
298,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B49,COc1c(F)cc(F)cc1[*:2],4.6
299,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A06,CC(=O)NCCCC[*:1].[H][*:1],B50,Cc1ccc(F)c([*:2])c1Cl,Not Made
300,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B01,c1ccc([*:2])cc1,5.8
301,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B02,Brc1ccc([*:2])cc1,Not Made
302,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B03,O=[N+]([O-])c1cccc([*:2])c1,5.3
303,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B04,Cc1ccc([*:2])cc1,6.7
304,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B05,c1ccc2c(c1)oc1c([*:2])cccc12,4.5
305,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B06,c1ccc2c(c1)Sc1cccc([*:2])c1S2,Not Made
306,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B07,CSc1ccc([*:2])cc1,6.8
307,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B08,FC(F)(F)c1cccc([*:2])c1,5
308,O=C(O)C(NS(=O)(=O)c1ccc([*:2])cc1)[*:1],A07,[H][*:1].c1csc([*:1])c1,B09,O=[N+]([O-])c1ccccc1[*:2],Not Made
